eintrag,haus,lage,jahr,hypothek,typen,std-geb,gebühr,verhältnis,std-preis,preis,original
GB-E 1267-1,DB5428,Hoher Markt,1513,,,,,,1800,1800 tl.,umb Achtzehen hundert phund phening guter lanndsweerung in Osterreich  
GB-E 1267-2,keine_id,Stadtgraben / vor Stubentor,1513,,,208,6 s. 28 d.,36,32,32 tl.,umb zwayunddreissig phund phening guter landsweerung in Osterreich  
GB-E 1268-1,keine_id,Stadtgraben / vor Stubentor,1513,,,172,5 s. 22 d.,120,86,86 tl.,umb Sechsundachtzig phund phening guter lanndesweerung in Osterreich  
GB-E 1268-2,DB5436,Hoher Markt,1513,,,288,1 tl. 1 s. 18 d.,,,na,umb ain Summa gellts  
GB-E 1269-1,DB5436,Hoher Markt,1513,,,680,2 tl. 6 s. 20 d.,120,340,340 tl.,umb drew hundert und viertzig phund phening guter lanndesweerung in Osterreich  
GB-E 1270-1,keine_id,Kernerstraße,1513,,,,3 tl. 4 s. 28 d. = 868 d.,,575,575 tl.,umb funf hundert funfundsibentzig phund phening guter lanndesweerung in Osterreich  
GB-E 1271-1,keine_id,Burg,1513,,,144,4 s. 24 d.,,,,
GB-E 1271-2,DB1014,Hofgasse,1513,,,,,,80,80 tl.,umb Achtzig phund phening guter lanndesweerung in Osterreich  
GB-E 1272-1,keine_id,Domprobsthof / unter den Goldschmieden,1513,,,72,2 s. 12 d.,,,,
GB-E 1273-1,keine_id,Domprobsthof / unter den Goldschmieden,1513,,,,0 d.,,,,
GB-E 1273-2,keine_id,unter den Goldschmieden,1513,,,,,,,na,umb ain Summa gelts  
GB-E 1274-1,keine_id,Kienmarkt,1513,,,428,1 tl. 6 s. 8 d.,,,na,umb ain Summa gellts  
GB-E 1275-1,keine_id,Alter Rossmarkt / Stephansfreithof,1513,,,,,,,na,umb ain Summa gellts  
