eintrag,haus,lage,jahr,hypothek,typen,std-geb,gebühr,verhältnis,std-preis,preis,original
GB-D 0369-4,keine_id,Lichtensteg,1441,,,400,13 s. 10 d.,,,,
GB-D 0370-1,keine_id,vor Stubentor,1442,,,72,72 d.,,,,
GB-D 0370-2,keine_id,Traibotenstraße,1442,,kauf ,120,0.5 tl.,120,60,60 tl.,umb lx tl. d.  
GB-D 0370-3,DB0092,Schaufellucke / St. Michael,1442,,,220,7 s. 10 d.,120,110,110 tl.,umb c x tl. d.  
GB-D 0370-4,keine_id,Krugstraße / Ringmauer,1442,,kauf ,148,0.5 tl. 28 d.,120,74,74 tl.,umb lxxiiii tl. d.  
GB-D 0371-1,DB5037c,Schiltergasse,1442,,kauf ,202,6 s. 22 d.,120,101,101 tl.,umb hundert und ain phunt d.  
GB-D 0371-2,keine_id,Kernerstraße,1442,,kauf ,400,13 s. 10 d.,120,200,200 tl.,umb cc tl. d.  
GB-D 0371-3,keine_id,Neuer Markt,1442,ja,kauf ,200,6 s. 20 d.,120,100,100 tl.,umb hundert pfunt pfenning  
GB-D 0372-1,DB5304,Schulhof / Weiße Brüder,1442,,kauf ,140,0.5 tl. 20 d.,120,70,70 tl.,umb lxx tl. d.  
GB-D 0372-2,keine_id,Haarmarkt,1442,,kauf ,1200,5 tl.,120,600,600 tl.,umb sechshundert pfunt pfenning  
GB-D 0372-3,keine_id,Pippingerstraße,1442,,kauf ,170,5 s. 20 d.,120,85,85 tl.,umb lxxxv tl. d.  
GB-D 0372-4,DB1053,Schiltergasse,1442,,kauf ,250,1 tl. 10 d.,240,250,250 tl.,umb dritthalbhundert phunt pfenning  
GB-D 0372-5,keine_id,Landstraße / vor Stubentor,1442,,,72,72 d.,,,,
GB-D 0373-1,DB5489,unter den langen Tuchlauben,1442,ja,kauf ,200,6 s. 20 d.,120,100,100 tl.,umb hundert phunt pfenning  
GB-D 0373-2,keine_id,Rosstränke / vor Werdertor,1442,,,,0 d.,,,,
GB-D 0374-1,keine_id,unter den Spenglern,1442,,,72,72 d.,,,,
GB-D 0374-2,keine_id,unter den Spenglern,1442,,,22,22 d.,,,,
GB-D 0374-3,keine_id,unter den Spenglern,1442,,,72,72 d.,,,,
GB-D 0375-1,keine_id,unter den Gürtlern,1442,,,72,72 d.,,,,
GB-D 0375-2,DB6000,Scheffstraße,1442,,kauf ,60,60 d.,240,60,60 tl.,umb Sechczig phund phenning  
GB-D 0375-3,DB0125,hinter St. Pankraz,1442,,,144,0.5 tl. 24 d.,,,,
GB-D 0376-1,keine_id,Brandstätte,1442,,,72,72 d.,,,,
GB-D 0376-2,keine_id,Teinfaltstraße,1442,,,110,3 s. 20 d.,120,55,55 tl.,umb funfundfunfczig pfunt pfenning  
GB-D 0376-3,DB6000,Scheffstraße,1442,,,60,60 d.,240,60,60 tl.,umb lx tl. d.  
GB-D 0377-1,keine_id,Petersfreithof,1443,,kauf ,240,1 tl.,120,120,120 tl.,umb c xx tl. d.  
GB-D 0377-2,keine_id,unter den Lederern / vor Werdertor,1443,ja,kauf ,16,16 d.,120,8,8 tl.,umb viii tl. d.  
GB-D 0377-3,DB6000,Scheffstraße,1443,,kauf ,42,42 d.,120,21,21 tl.,umb xxi tl. d.  
GB-D 0378-1,keine_id,Burg,1443,,,200,6 s. 20 d.,120,100,100 tl.,umb hundert pfunt pfenning  
GB-D 0378-2,DB0124,hinter St. Pankraz,1443,,,200,6 s. 20 d.,,,,
GB-D 0378-3,DB5111,hinter St. Pankraz,1443,ja,,79,79 d.,115,38,38 tl.,umb xxxviii tl. d.  
GB-D 0378-4,DB5401,Berghof,1443,,,,0 d.,,,,
GB-D 0379-1,keine_id,Kienmarkt,1443,,,144,0.5 tl. 24 d.,,,,
GB-D 0379-2,DB5032,Schiltergasse,1443,,kauf ,400,13 s. 10 d.,120,200,200 tl.,umb cc tl. d.  
GB-D 0379-3,DB5111,hinter St. Pankraz,1443,ja,kauf ,56,56 d.,120,28,28 tl.,umb xxviii tl. d.  
GB-D 0380-1,DB0026,Alserstraße / vor Schottentor,1443,,,36,36 d.,120,18,18 tl.,umb Achczehen phund pfenning  
GB-D 0380-2,DB5137,hinter St. Pankraz,1443,,,230,7 s. 20 d.,120,115,115 tl.,umb hundert und funfczehen pfund pfenning  
GB-D 0380-3,keine_id,Kernerstraße,1443,,,500,2 tl. 20 d.,120,250,250 tl.,umb drithalb hundert pfund pfenning  
GB-D 0380-4,keine_id,Laimgrube / vor Widmertor,1443,ja,,72,72 d.,,,,
GB-D 0381-1,keine_id,vor Stubentor,1443,ja,,142,0.5 tl. 22 d.,120,71,71 tl.,umb Ainsundsibenczig phund pfenning  
GB-D 0381-2,keine_id,Neuer Markt,1443,,,380,12 s. 20 d.,120,190,190 tl.,umb hundert und Newnczig pfunt phenning  
GB-D 0382-1,keine_id,Lichtensteg,1443,ja,,366,12 s. 6 d.,121,185,185 tl.,umb hundert funfundAchczig phund pfenning  
GB-D 0382-2,keine_id,Salzgries,1443,,,72,72 d.,,,,
GB-D 0382-3,keine_id,vordere Peckenstraße,1443,ja,kauf ,190,6 s. 10 d.,126,100,100 tl.,umb C tl. d.  
GB-D 0383-1,keine_id,Alter Fleischmarkt,1443,,,100,3 s. 10 d.,240,100,100 tl.,umb C tl. d.  
GB-D 0383-2,keine_id,Alter Kohlmarkt / #St. Michael,1443,,kauf ,500,2 tl. 20 d.,120,250,250 tl.,umb drithalbhundert pfunt pfenning  
GB-D 0383-3,keine_id,Katerlucke,1443,,kauf ,8,8 d.,120,4,4 tl.,umb iiii tl. d.  
GB-D 0384-1,DB0030,Alserstraße,1444,ja,,72,72 d.,,,,
GB-D 0384-2,DB5207,Wiltwerkerstraße,1444,,,116,3 s. 26 d.,120,58,58 tl.,umb lviii tl. d.  
GB-D 0384-3,keine_id,Teinfaltstraße,1443,,kauf ,16,16 d.,120,8,8 tl.,umb viii tl. d.  
GB-D 0384-4,keine_id,unter den Schlossern,1444,,,120,0.5 tl.,120,60,60 tl.,umb lx tl. d.  
GB-D 0385-1,keine_id,unter den Seilern,1444,,,72,72 d.,,,,
GB-D 0385-2,DB1018,Schulhof,1444,,,72,72 d.,,,,
GB-D 0385-3,keine_id,Kienmarkt,1444,,,420,14 s.,120,210,210 tl.,umb zwaihundert und zehen phund pfenning  
GB-D 0385-4,keine_id,Wollzeile,1444,,,400,13 s. 10 d.,120,200,200 tl.,umb zwaihundert pfund pfenning  
GB-D 0386-1,DB0040,Alserstraße / vor Schottentor,1444,,kauf ,48,48 d.,120,24,24 tl.,umb xxiiii tl. d.  
GB-D 0386-2,DB5487b,unter den langen Tuchlauben / unter den Sattlern,1444,,,300,10 s.,,,,
GB-D 0386-3,keine_id,Münzerstraße,1444,,,520,16 s. 40 d.,184,400,400 tl.,umb cccc tl. d.  
GB-D 0386-4,keine_id,Kienmarkt,1444,,,,0 d.,,,,
GB-D 0387-1,keine_id,innerhalb Werdertor / unter den Goldschmieden,1444,,,24,24 d.,240,24,24 tl.,umb xxiiii tl. d.  
GB-D 0387-2,keine_id,Jakobsfreithof / St. Jakob,1444,,,248,1 tl. 8 d.,120,124,124 tl.,umb hundert und virundzwainczig pfund pfenning  
GB-D 0387-3,keine_id,Himmelpforten,1444,,,56,56 d.,,,,
GB-D 0388-1,keine_id,Kernerstraße,1444,ja,,950,3 tl. 7 s. 20 d.,120,475,475 tl.,umb cccc und lxxv tl. d.  
GB-D 0388-2,keine_id,Graben / Möring / unter den Schlossern,1444,,,300,10 s.,120,150,150 tl.,umb anderthalbhundert pfund pfenning  
GB-D 0388-3,keine_id,unter den langen Tuchlauben,1444,,,200,6 s. 20 d.,120,100,100 tl.,umb hundert pfund pfenning  
GB-D 0389-1,DB0114,Haarhof,1444,,,72,72 d.,,,,
GB-D 0389-2,keine_id,Kumpfgasse,1444,ja,,264,1 tl. 24 d.,120,132,132 tl.,umb hundert und zwayunddreissig pfund pfenning  
GB-D 0389-3,DB1005,Am Hof / Lederhof,1444,ja,,32,32 d.,120,16,16 tl.,umb xvi tl. d.  
GB-D 0390-1,DB5527,Am Gestade,1444,ja,,98,3 s. 8 d.,120,49,49 tl.,umb Newnundvirczig pfund pfenning  
GB-D 0390-2,keine_id,Wollzeile,1444,,kauf ,152,5 s. 2 d.,120,76,76 tl.,umb Sechsundsibenczig pfunt pfenning  
GB-D 0390-3,keine_id,Wollzeile,1444,,,72,72 d.,,,,
GB-D 0391-1,keine_id,Alter Fleischmarkt,1444,,,180,6 s.,120,90,90 tl.,umb Newnczig pfund pfenning  
GB-D 0391-2,keine_id,Wollzeile,1444,,,,0 d.,,,,
GB-D 0391-3,keine_id,Hochstraße,1444,ja,,52,52 d.,120,26,26 tl.,umb xxvi tl. d.  
GB-D 0392-1,keine_id,Kienmarkt,1444,,,1104,4 tl. 4 s. 24 d.,120,552,552 tl.,umb funfhundert und zwayundfunfczig pfund pfenning  
GB-D 0392-2,keine_id,Kernertor / Ringmauer,1444,ja,,256,1 tl. 16 d.,120,128,128 tl.,umb C xxviii tl. d.  
GB-D 0392-3,DB5484a,neue Schranne,1444,,kauf ,,0 d.,,60,60 tl.,umb lx tl. d.  
GB-D 0393-1,DB6000,Scheffstraße / vor Stubentor,1444,,kauf ,40,40 d.,120,20,20 tl.,umb xx tl. d.  
GB-D 0393-2,keine_id,vordere Peckenstraße,1445,,,144,0.5 tl. 24 d.,,,,
GB-D 0393-3,keine_id,Kernerstraße,1446,ja,,72,72 d.,,,,
GB-D 0394-1,keine_id,vor Kernertor,1445,,kauf ,80,80 d.,120,40,40 tl.,umb xl tl. d.  
GB-D 0394-2,keine_id,Salzgries,1445,,,540,18 s.,120,270,270 tl.,umb cclxx tl. d.  
GB-D 0394-3,keine_id,Domprobsthof,1445,,kauf ,160,5 s. 10 d.,120,80,80 tl.,umb lxxx tl. d.  
GB-D 0394-4,keine_id,Kernerstraße,1445,ja,kauf ,48,48 d.,120,24,24 tl.,umb xxiiii tl. d.  
GB-D 0395-1,keine_id,Wollzeile,1445,,,72,72 d.,,,,
GB-D 0395-2,DB5211,Otto und Haimo,1445,,,144,0.5 tl. 24 d.,,,,
GB-D 0396-1,DB7001,Würffel,1445,,,144,0.5 tl. 24 d.,,,,
GB-D 0396-2,keine_id,Kernerstraße,1445,ja,,220,7 s. 10 d.,120,110,110 tl.,umb hundert und zehen pfund pfenning  
GB-D 0397-1,DB5015,Tiefer Graben,1445,ja,,24,24 d.,,,,
GB-D 0397-2,keine_id,vor Werdertor,1445,,,80,80 d.,120,40,40 tl.,umb xl tl. d.  
GB-D 0397-3,keine_id,Weihenburg,1445,,kauf ,108,3 s. 18 d.,120,54,54 tl.,umb virundfunfczig pfund pfenning  
GB-D 0397-4,DB0048,Alserstraße / vor Schottentor,1445,,,32,32 d.,120,16,16 tl.,umb xvi tl. d.  
GB-D 0398-1,DB0116,Walichstraße / #Haarhof,1445,ja,,216,7 s. 6 d.,,,,
GB-D 0398-2,keine_id,unter den Riemern,1445,,,72,72 d.,,,,
GB-D 0398-3,keine_id,Stadtgraben / vor Stubentor,1445,,,216,7 s. 6 d.,,,,
GB-D 0399-1,DB1146,Herzoghof,1445,ja,,240,1 tl.,120,120,120 tl.,umb hundert und zwainczig pfunt pfenning  
GB-D 0399-2,DB1008,Herzoghof / Lederhof,1445,,,64,64 d.,120,32,32 tl.,umb xxxii tl. d.  
GB-D 0399-3,keine_id,Wollzeile,1445,,,460,15 s. 10 d.,120,230,230 tl.,umb zwaihundert und dreissig pfund pfenning  
GB-D 0400-1,keine_id,Lichtensteg,1445,ja,,,0 d.,,,,
GB-D 0400-2,keine_id,Predigerkloster,1445,ja,,72,72 d.,,,,
GB-D 0400-3,keine_id,Neuer Markt,1445,,,600,2.5 tl.,,,,
GB-D 0400-4,keine_id,Ringmauer / Teinfaltstraße,1445,,,40,40 d.,120,20,20 tl.,umb zwainczig pfunt pfenning  
GB-D 0401-1,keine_id,Neuer Markt,1445,ja,,350,11 s. 20 d.,120,175,175 tl.,umb hundert und funf undsibenczig pfund pfenning  
GB-D 0401-2,DB0111,Haarhof / hinter St. Pankraz,1446,,,88,88 d.,120,44,44 tl.,umb xliiii tl. d.  
GB-D 0401-3,keine_id,Münzerstraße,1446,,,450,15 s.,120,225,225 tl.,umb zway hundert funfundzwainczig pfund phenning  
GB-D 0402-1,keine_id,Salzgries,1445,,,200,6 s. 20 d.,120,100,100 tl.,umb hundert pfund phenning  
GB-D 0402-2,keine_id,Kernerstraße,1446,,,460,15 s. 10 d.,120,230,230 tl.,umb zway hundert und dreissig pfunt pfenning  
GB-D 0402-3,keine_id,unter den Hafnern,1446,,,72,72 d.,,,,
GB-D 0403-1,keine_id,Rosstränke / vor Werdertor,1445,,,32,32 d.,120,16,16 tl.,umb xvi tl. d.  
GB-D 0403-2,keine_id,Heiligenkreuzerhof,1446,,,300,10 s.,120,150,150 tl.,umb hundert und funfczig pfund pfenning  
GB-D 0403-3,keine_id,Salzgries,1446,,,490,2 tl. 10 d.,121,249,245 tl. + 3 G,umb ccxlv tl. d.  und drey gulden  
GB-D 0403-4,keine_id,Teinfaltstraße,1446,,kauf ,40,40 d.,120,20,20 tl.,umb xx tl. d.  
GB-D 0404-1,keine_id,St. Johannsstraße,1446,,,80,80 d.,120,40,40 tl.,umb xl tl. d.  
GB-D 0404-2,keine_id,unter den Wendkremen,1446,,kauf ,150,5 s.,120,75,75 tl.,umb lxxv tl. d.  
GB-D 0404-3,DB5460,Fischhof,1446,ja,,1000,4 tl. 40 d.,120,500,500 tl.,umb funfhundert pfund pfenning  
GB-D 0405-1,keine_id,Krotental / vor Stubentor,1446,,kauf ,19,19 d.,120,9.5,9.5 tl.,umb zehenthalb pfund pfenning  
GB-D 0405-2,keine_id,Greut / vor Stubentor,1446,,kauf ,470,1 tl. 7 s. 20 d.,120,235,235 tl.,umb zwayhundert funfunddreissig pfund phenning  
GB-D 0405-3,keine_id,St. Johann / vor Werdertor,1446,ja,,144,0.5 tl. 24 d.,,,,
GB-D 0405-4,keine_id,Neuer Markt,1446,ja,,256,1 tl. 16 d.,120,128,128 tl.,umb C xxviii tl. d.  
GB-D 0406-1,DB1021,Wiltwerkerstraße,1446,,,,0 d.,,,,
GB-D 0406-2,DB0027,Alserstraße / vor Schottentor,1446,ja,,16,16 d.,120,8,8 tl.,umb Acht pfund pfenning  
GB-D 0406-3,keine_id,Roter Turm,1446,,,,0 d.,,,,
GB-D 0406-4,keine_id,Ringmauer,1446,,,366,12 s. 6 d.,183,280,210 UG,umb cc und x ungrisch guldein  
GB-D 0407-1,keine_id,Kienmarkt,1446,,kauf ,180,6 s.,120,90,90 tl.,umb lxxxx tl. d.  
GB-D 0407-2,keine_id,vor Kernertor,1447,ja,kauf ,76,76 d.,120,38,38 tl.,umb xxxviii tl. d.  
GB-D 0407-3,keine_id,Schulstraße / Wollzeile,1447,,,72,72 d.,,,,
GB-D 0407-4,keine_id,vor Stubentor,1446,ja,kauf ,50,50 d.,132,27.5,27.5 tl.,umb xxvii½ tl. d.  
GB-D 0407-5,keine_id,Kumpfgasse / Schulstraße,1447,ja,,144,0.5 tl. 24 d.,,,,
GB-D 0408-1,DB0054,#Alserstraße / vor Schottentor,1447,,,20,20 d.,120,10,10 tl.,umb x tl. d.  
GB-D 0408-2,keine_id,Wollzeile,1446,,,160,5 s. 10 d.,120,80,80 tl.,umb lxxx tl. d.  
GB-D 0408-3,DB5440,Hoher Markt,1447,,,210,7 s.,120,105,105 tl.,umb hundert und funf phund phenning  
GB-D 0408-4,keine_id,Kumpfgasse / Schulstraße,1447,ja,kauf ,236,7 s. 26 d.,120,118,118 tl.,umb c und xviii tl. d.  
GB-D 0409-1,keine_id,Weihenburg,1447,,,240,1 tl.,120,120,120 tl.,umb hundert und zwainczig pfund phenning  
GB-D 0409-2,keine_id,Hochschule,1447,,kauf ,240,1 tl.,120,120,120 tl.,umb c xx tl. d.  
GB-D 0409-3,keine_id,Alter Rossmarkt,1447,,kauf ,600,2.5 tl.,120,300,300 tl.,umb ccc tl. d.  
GB-D 0409-4,keine_id,Weihenburg,1447,,,360,12 s.,,,,
GB-D 0410-1,keine_id,Rosstränke / vor Werdertor,1447,,,26,26 d.,120,13,13 tl.,umb xiii tl. d.  
GB-D 0410-2,DB0074,Bognergasse,1447,ja,,,0 d.,,,,
GB-D 0410-3,keine_id,Krugstraße / Ringmauer,1447,,,24,24 d.,120,12,12 tl.,umb zwelf phund phenning  
GB-D 0410-4,keine_id,Kernerstraße,1447,,,220,7 s. 10 d.,120,110,110 tl.,umb hundert und zehen phund phenning  
GB-D 0410-5,keine_id,Singerstraße,1447,ja,,72,72 d.,,,,
GB-D 0411-1,keine_id,Alter Fleischmarkt,1447,,,72,72 d.,,,,
GB-D 0411-2,DB0026,Alserstraße / vor Schottentor,1457,,,72,72 d.,,,,
GB-D 0411-3,keine_id,innerhalb Stubentor / Wollzeile,1447,ja,,230,7 s. 20 d.,120,115,115 tl.,umb hundert und funfczehen pfund phenning  
GB-D 0412-1,DB0120,Schotten / in dem Kiel,1447,,,380,12 s. 20 d.,120,190,190 tl.,umb hundert und Newnczig pfunt phenning  
GB-D 0412-2,keine_id,Strauchgasse,1447,,,200,6 s. 20 d.,120,100,100 tl.,umb hundert pfunt pfenning  
GB-D 0412-3,keine_id,bei den Predigern,1447,,,500,2 tl. 20 d.,120,250,250 tl.,umb dritthalbhundert pfund phenning  
GB-D 0412-4,DB1040,Badstube zu den Röhren,1447,,,400,13 s. 10 d.,129,215,215 tl.,umb zwaihundert funfczehen pfunt phenning  
GB-D 0412-5,keine_id,Alter Fleischmarkt,1447,,,,,,,,
GB-D 0413-1,keine_id,Singerstraße,1447,,,422,14 s. 2 d.,111,196,196 tl.,umb hundert Sechsundnewnczig pfunt phenning  
GB-D 0413-2,DB5129,hinter St. Pankraz,1447,ja,,56,56 d.,120,28,28 tl.,umb Achtundzwainczig pfund phenning  
GB-D 0413-3,DB5501,Kammerhof,1447,ja,kauf ,308,10 s. 8 d.,120,154,154 tl.,umb hundert virundfunfczig pfund phenning  
GB-D 0414-1,keine_id,Alter Fleischmarkt,1447,,kauf ,1100,4 tl. 4 s. 20 d.,120,550,550 tl.,umb sechsthalbhundert phunt phenning  
GB-D 0414-2,keine_id,Schenkenstraße,1447,ja,,104,3 s. 14 d.,120,52,52 tl.,umb lii tl. d.  
GB-D 0415-1,keine_id,Haarmarkt,1447,,kauf ,560,18 s. 20 d.,120,280,280 tl.,umb cclxxx tl. d.  
GB-D 0415-2,keine_id,Krugstraße / Ringmauer,1447,,,72,72 d.,,,,
GB-D 0415-3,keine_id,Alter Kohlmarkt / #St. Michael,1447,,kauf ,380,12 s. 20 d.,120,190,190 tl.,umb hundert und Newnzig phund phenning  
GB-D 0415-4,DB0039,Alserstraße,1447,ja,,32,32 d.,120,16,16 tl.,umb sechczehen pfunt phenning  
GB-D 0416-1,keine_id,Fischerstiege,1448,ja,,144,0.5 tl. 24 d.,,,,
GB-D 0416-2,keine_id,Rosengasse,1448,,,12,12 d.,120,6,6 tl.,umb Sechs phunt phenning  
GB-D 0417-1,keine_id,Fischerstiege,1448,,,76,76 d.,123,39,38 tl. + 1 G,umb achtunddreissig pfunt phenning  und umb ainen gulden  
GB-D 0417-2,DB1020,Wiltwerkerstraße,1448,ja,,72,72 d.,,,,
GB-D 0418-1,keine_id,Schenkenstraße,1448,,,142,0.5 tl. 22 d.,121,72,71 tl. + 1 G,umb Ainsundsibenczig phund phenning  und umb ainen gulden  
GB-D 0418-2,keine_id,vor Werdertor,1448,,,80,80 d.,120,40,40 tl.,umb virczig pfund phenning  
GB-D 0418-3,keine_id,Kumpflucke,1448,,,116,3 s. 26 d.,120,58,58 tl.,umb Achtundfunfczig phund phenning  
GB-D 0418-4,keine_id,Kienmarkt,1449,,,72,72 d.,,,,
GB-D 0419-1,keine_id,Singerstraße,1447,,,,,,130,130 tl.,umb cxxx tl. d.  
GB-D 0419-2,keine_id,Weihenburg,1448,,,90,3 s.,120,45,45 tl.,umb funf undvirczig phunt pfenning  
GB-D 0419-3,DB0091,#Schaufellucke / St. Michael,1448,,kauf ,140,0.5 tl. 20 d.,120,70,70 tl.,umb Sibenczig phund phenning  
GB-D 0420-1,keine_id,Kienmarkt,1448,,kauf ,204,6 s. 24 d.,120,102,102 tl.,umb C und ii tl. d.  
GB-D 0420-2,DB5484a,neue Schranne,1448,,,200,6 s. 20 d.,120,100,100 tl.,umb hundert phund phenning  
GB-D 0420-3,DB5502,Kammerhof,1448,,kauf ,400,13 s. 10 d.,120,200,200 tl.,umb zwayhundert phund phenning  
GB-D 0420-4,DB0059,Alserstraße / vor Schottentor,1448,,,3,3 d.,,,12 s.,umb zwelf schilling phenning  
GB-D 0420-5,DB3001,Hochstraße,1448,ja,,100,3 s. 10 d.,120,50,50 tl.,umb funfczigk phund phenning  
GB-D 0421-1,keine_id,Alter Kohlmarkt / #St. Michael,1448,ja,kauf ,354,11 s. 24 d.,120,177,177 tl.,umb C lxxvii tl. d.  
GB-D 0421-2,keine_id,Alter Kohlmarkt / #St. Michael,1448,,,272,9 s. 2 d.,120,136,136 tl.,umb hundert xxxvi tl. d.  
GB-D 0422-1,DB1058,Wiltwerkerstraße,1448,,,72,72 d.,,,,
GB-D 0422-2,keine_id,Haarmarkt,1448,,kauf ,2160,9 tl.,123,1107,1107 tl.,umb xiᶜ und vii tl. d.  
GB-D 0422-3,keine_id,Laurenzerinnen / unter den Hafnern,1448,,kauf ,290,9 s. 20 d.,120,145,145 tl.,umb hundert und xlv tl. d.  
GB-D 0422-4,keine_id,vor Kernertor,1448,,kauf ,130,0.5 tl. 10 d.,120,65,65 tl.,umb lxv tl. d.  
GB-D 0422-5,keine_id,Kumpflucke,1448,,,86,86 d.,120,43,43 tl.,umb xliii tl. d.  
GB-D 0423-1,keine_id,Alter Kohlmarkt,1448,ja,,,0 d.,,,,
GB-D 0423-2,DB1046,Badstube zu den Röhren,1449,,,,0 d.,,,,
GB-D 0423-3,keine_id,vor Werdertor,1449,ja,,106,3 s. 16 d.,120,53,53 tl.,umb liii tl. d.  
GB-D 0424-1,keine_id,Himmelpforten / Weihenburg,1449,,,,0 d.,,,,
GB-D 0424-2,keine_id,Haarmarkt,1449,,kauf ,1200,5 tl.,120,600,600 tl.,umb sechshundert phunt phenning  
GB-D 0424-3,DB0022,Alserstraße / vor Schottentor,1449,,,78,78 d.,120,39,39 tl.,umb Newnunddreissig phund phenning  
GB-D 0424-4,keine_id,Mentlerstraße,1449,,kauf ,74,74 d.,120,37,37 tl.,umb siben unddreissig pfund phenning  
GB-D 0424-5,keine_id,Würffel,1449,,,240,1 tl.,120,120,120 tl.,umb hundert und zwainczig pfund phenning  
GB-D 0425-1,keine_id,Alter Fleischmarkt / Laurenzerinnen,1449,,,72,72 d.,,,,
GB-D 0425-2,keine_id,Kienmarkt,1449,,,72,72 d.,,,,
GB-D 0425-3,keine_id,vordere Peckenstraße,1449,,,72,72 d.,,,,
GB-D 0425-4,keine_id,Weihenburg,1449,,kauf ,700,2 tl. 7 s. 10 d.,,,,
GB-D 0425-5,keine_id,Peckenstraße,1449,,kauf ,500,2 tl. 20 d.,120,250,250 tl.,umb ii½ᶜ tl. d.  
GB-D 0426-1,keine_id,vor Kernertor,1449,,kauf ,78,78 d.,120,39,39 tl.,umb xxxviiii tl. d.  
GB-D 0426-2,keine_id,Kienmarkt,1449,,kauf ,750,3 tl. 30 d.,120,375,375 tl.,umb ccc lxxv tl. d.  
GB-D 0426-3,DB5012a,Tiefer Graben,1449,ja,,72,72 d.,,,,
GB-D 0426-4,keine_id,Stadtgraben / vor Stubentor,1449,,kauf ,150,5 s.,,,,
GB-D 0426-5,keine_id,Stadtgraben / vor Stubentor,1449,,kauf ,62,62 d.,120,31,31 tl.,umb xxxi tl. d.  
GB-D 0427-1,keine_id,Weihenburg,1449,,,71,71 d.,,,,
GB-D 0427-2,keine_id,Biberturm,1449,,,,,,,,
GB-D 0428-1,keine_id,Stadtgraben / vor Stubentor,1449,ja,kauf ,120,0.5 tl.,,,,
GB-D 0428-2,keine_id,Neuer Markt,1449,ja,kauf ,740,3 tl. 20 d.,120,370,370 tl.,umb dreuhundert und sibenczig phunt phenning  
GB-D 0428-3,keine_id,Stadtgraben / vor Werdertor,1449,,,,,,,,
GB-D 0428-4,DB1020,Wiltwerkerstraße,1449,,kauf ,520,17 s. 10 d.,120,260,260 tl.,umb cc und lx tl. d.  
GB-D 0428-5,keine_id,Pippingerstraße,1449,,,51,51 d.,117,25,25 tl.,umb funfundzwainczig phunt phenning  
GB-D 0428-6,keine_id,Ratstraße,1450,,kauf ,200,6 s. 20 d.,120,100,100 tl.,umb hundert phunt phenning  
GB-D 0429-1,keine_id,Weidenstraße,1450,,,72,72 d.,,,,
GB-D 0429-2,keine_id,Domprobsthof / unter den Goldschmieden,1450,,,72,72 d.,,,,
GB-D 0429-3,keine_id,Salzgries,1450,,,220,7 s. 10 d.,120,110,110 tl.,umb hundert und zehen pfund phenning  
GB-D 0429-4,DB4500,Haarmarkt,1450,,,,0 d.,,,,
GB-D 0430-1,DB4500,Haarmarkt,1450,,kauf ,2400,10 tl.,120,1200,1200 tl.,umb zwelfhundert phunt phenning  
GB-D 0430-2,keine_id,Strauchgasse,1449,,,,0 d.,,,,
GB-D 0430-3,keine_id,Singerstraße,1450,,,240,1 tl.,,,,
GB-D 0430-4,DB1018,Schulhof,1450,,,300,10 s.,120,150,150 tl.,umb anderthalbhundert phund phenning  
GB-D 0430-5,keine_id,Lichtensteg,1450,,,,0 d.,,,,
GB-D 0430-6,DB5012a,Tiefer Graben,1450,ja,,24,24 d.,120,12,12 tl. 60 d.,umb zwelf phund und sechczig phenning  
GB-D 0431-1,keine_id,Weihenburg,1450,,,270,9 s.,177,200,150 UG,umb Anderthalbhundert guldein  
GB-D 0431-2,keine_id,vor Widmertor,1450,,,160,5 s. 10 d.,120,80,80 tl.,umb Achczig pfund phenning  
GB-D 0431-3,DB1046,Judengasse / Weiße Brüder,1450,,,400,13 s. 10 d.,120,200,200 tl.,umb zwaihundert phund phenning  
GB-D 0432-1,keine_id,Heiligenkreuzerhof,1450,,,288,9 s. 18 d.,,,,
GB-D 0432-2,keine_id,Laurenzerinnen / Roter Turm,1451,ja,,,0 d.,,,,
GB-D 0432-3,keine_id,Kienmarkt,1451,,,630,2 tl. 5 s.,123,325,325 tl.,umb drewhundert und funfundzwainczig phund phenning  
GB-D 0432-4,DB5527,Am Gestade,1451,,kauf ,200,6 s. 20 d.,138,115,115 tl.,umb hundert und funfczehen pfund phenning  
GB-D 0432-5,keine_id,Brandstätte,1451,,kauf ,690,2 tl. 7 s.,121,350,350 tl.,umb virdhalbhundert phund phenning  
GB-D 0433-1,keine_id,Rosstränke / vor Werdertor,1451,,,48,48 d.,122,24.5,24.5 tl.,umb funfthalbundzwainczig phund phenning  
GB-D 0433-2,DB5484b,neue Schranne / unter den Tuchlauben,1451,,,200,6 s. 20 d.,,,,
GB-D 0433-3,keine_id,innerhalb Stubentor / Wollzeile,1451,,,400,13 s. 10 d.,120,200,200 tl.,umb zwai hundert phund phenning  
GB-D 0433-4,DB0125,hinter St. Pankraz,1451,,,144,0.5 tl. 24 d.,,,,
GB-D 0433-5,keine_id,Rosstränke / vor Werdertor,1451,ja,,120,0.5 tl.,172,86,86 tl.,umb lxxxvi tl. d.  
GB-D 0434-1,keine_id,Mehlzeile,1451,ja,,72,72 d.,,,,
GB-D 0434-2,keine_id,Krugstraße / Ringmauer,1451,,,72,72 d.,,,,
GB-D 0434-3,keine_id,Petersfreithof,1451,,kauf ,540,18 s.,120,270,270 tl.,umb zwaihundert und Sibenczig phund phenning  
